PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2026-09-03,13:15:09.73,1,1,"Adkins, Karson",1,Right,THO_MOR,"Atchley, Chad",10005022,Right,THO_MOR,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.82818,-0.645099,0.07686,2343.228185,209.614364,1:00,5.73672,1.31067,5.75887,-18.80355,17.74363,9.39878,3.56928,2.16544,79.86671,-4.212993,1.759538,0.435109,,,,,,,,,,,,-4.75181,9.58028,-1.32275,50,5.67199,-0.57296,-127.50129,-1.9974,-7.78073,27.51249,-16.48709,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260903-ThomasMoreStadium-Private-1,04a12a70-a7bb-11f1-8fc3-b92a07c1508c,86.62755,,,7.96148,,,,,,,dc6500d6-6757-4030-aa61-01ef8f6b2c1a,2026-09-03,17:15:09.73,2026-09-03T13:15:09.7383424-04:00,2026-09-03T17:15:09.7383424Z,,v3,643-145989,643-145989,,"Atchley, Chad",10005022,Right,THO_MOR,43a9c4ee-b10d-462b-822b-6facb6ccea9a,54.73744,-128.51948,13.75625,5.73462,-1.38724,-8.24354,-1.30688,-0.28501,-3.89037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2026-09-03,13:15:27.20,1,2,"Adkins, Karson",1,Right,THO_MOR,"Atchley, Chad",10005022,Right,THO_MOR,Undefined,1,Top,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.62661,0.2116,0.701204,2288.04789,207.497102,1:00,5.78216,1.1405,6.01305,-18.82509,17.95367,8.65126,4.40944,2.51103,78.75952,-3.407029,2.25672,0.436486,,,,,,,,,,,,-4.19055,9.52682,-1.20003,50,5.78856,-1.91952,-127.09836,-0.04933,-6.73606,30.25721,-16.86031,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260903-ThomasMoreStadium-Private-1,0f214e80-a7bb-11f1-8fc3-b92a07c1508c,86.35436,,,8.8671,,,,,,,dc6500d6-6757-4030-aa61-01ef8f6b2c1a,2026-09-03,17:15:27.20,2026-09-03T13:15:27.2036864-04:00,2026-09-03T17:15:27.2036864Z,,v3,643-145989,643-145989,,"Atchley, Chad",10005022,Right,THO_MOR,150c93c5-3dba-4c12-9a3c-8318da32fdb5,54.48121,-128.16073,15.12861,5.7799,0.54265,-8.43015,-1.13678,-1.68301,-3.36803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2026-09-03,13:15:47.89,1,3,"Adkins, Karson",1,Right,THO_MOR,"Atchley, Chad",10005022,Right,THO_MOR,Undefined,1,Top,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.44961,-1.904996,-2.082291,2340.064167,199.805992,12:45,5.80199,1.06022,5.90907,-19.12064,17.08217,5.68067,2.43862,-0.39996,79.85138,-5.546084,-1.063025,0.433055,,,,,,,,,,,,-3.5539,9.72004,-0.89624,50,5.6382,4.4165,-128.16632,-4.82358,-5.83065,29.86818,-16.22706,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260903-ThomasMoreStadium-Private-1,1b6590c0-a7bb-11f1-8fc3-b92a07c1508c,87.03854,,,8.59823,,,,,,,dc6500d6-6757-4030-aa61-01ef8f6b2c1a,2026-09-03,17:15:47.89,2026-09-03T13:15:47.8922240-04:00,2026-09-03T17:15:47.8922240Z,,v3,643-145989,643-145989,,"Atchley, Chad",10005022,Right,THO_MOR,e4c67bac-48a1-4f9f-b657-975b4ec48649,54.58554,-129.23053,14.93409,5.79977,-4.24541,-8.11353,-1.05731,4.62425,-2.91533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2026-09-03,13:16:06.43,1,4,"Adkins, Karson",1,Right,THO_MOR,"Atchley, Chad",10005022,Right,THO_MOR,Undefined,1,Top,0,2,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.06439,-1.949866,-3.017504,2169.317909,256.835812,2:30,5.44526,1.51517,5.6925,-38.0023,6.36992,20.68493,0.458,0.42414,73.08074,-8.940766,0.684795,0.479432,,,,,,,,,,,,-11.58619,4.22441,-1.27516,50,5.25728,5.33849,-116.04702,-5.16663,-15.64296,23.7273,-26.47051,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260903-ThomasMoreStadium-Private-1,2661e9b0-a7bb-11f1-8fc3-b92a07c1508c,78.61893,,,6.98365,,,,,,,dc6500d6-6757-4030-aa61-01ef8f6b2c1a,2026-09-03,17:16:06.43,2026-09-03T13:16:06.4350720-04:00,2026-09-03T17:16:06.4350720Z,,v3,643-145989,643-145989,,"Atchley, Chad",10005022,Right,THO_MOR,abf33a10-736c-45c3-b604-56ffebc55b09,54.80783,-117.02592,11.86365,5.44791,-4.07456,-13.23525,-1.50872,5.98386,-7.82148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2026-09-03,13:16:21.24,1,5,"Adkins, Karson",1,Right,THO_MOR,"Atchley, Chad",10005022,Right,THO_MOR,Undefined,1,Top,0,3,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.97478,0.92515,-0.489575,2453.226001,36.2749,7:15,5.57803,1.2033,5.18074,-50.18794,-3.76221,-3.92091,2.26628,0.41592,71.91244,-8.196981,-1.185177,0.4904,,,,,,,,,,,,1.80032,-1.68083,-1.15469,50,5.62592,1.13984,-114.52322,0.06138,2.36583,23.22556,-34.38288,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260903-ThomasMoreStadium-Private-1,2f5b1fa0-a7bb-11f1-8fc3-b92a07c1508c,76.86057,,,7.06233,,,,,,,dc6500d6-6757-4030-aa61-01ef8f6b2c1a,2026-09-03,17:16:21.24,2026-09-03T13:16:21.2451328-04:00,2026-09-03T17:16:21.2451328Z,,v3,643-145989,643-145989,,"Atchley, Chad",10005022,Right,THO_MOR,ab74a89e-9afe-4b7e-b9e0-e288a0fed4f2,55.31724,-115.59654,11.61278,5.58637,1.65031,-17.19144,-1.20484,1.03051,1.18291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2026-09-03,13:16:38.49,1,6,"Adkins, Karson",1,Right,THO_MOR,"Atchley, Chad",10005022,Right,THO_MOR,Undefined,1,Top,0,3,2,Curveball,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,76.65556,3.197625,0.711369,2523.068342,38.109161,7:15,5.73275,1.11706,5.26145,-64.06838,-14.87241,-12.96473,3.40116,0.70501,69.75392,-8.418049,-1.590787,0.50482,,,,,,,,,,,,6.65949,-7.84819,-1.17231,50,5.97841,-0.85988,-111.11309,3.94647,8.23702,21.88487,-41.88136,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260903-ThomasMoreStadium-Private-1,399cb410-a7bb-11f1-8fc3-b92a07c1508c,74.66518,,,6.90164,,,,,,,dc6500d6-6757-4030-aa61-01ef8f6b2c1a,2026-09-03,17:16:38.49,2026-09-03T13:16:38.4980480-04:00,2026-09-03T17:16:38.4980480Z,,v3,643-145989,643-145989,,"Atchley, Chad",10005022,Right,THO_MOR,d4309e05-0c4f-4e0f-bbbe-e0631b289573,55.24049,-112.14051,10.94243,5.74698,5.91265,-20.94068,-1.12287,-1.24657,4.11851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2026-09-03,13:16:57.25,2,1,"Adkins, Karson",1,Right,THO_MOR,"Thompson, Dylan",10077983,Right,THO_MOR,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.70125,-1.519218,-1.464075,2389.186155,199.721722,12:45,5.80175,0.99832,5.93092,-20.50355,16.17245,5.33355,2.68282,0.08414,79.3551,-5.409781,-0.506133,0.435875,,,,,,,,,,,,-3.18292,9.13772,-0.88436,50,5.6689,3.02692,-127.19061,-3.98304,-5.15299,28.93913,-17.38052,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260903-ThomasMoreStadium-Private-1,44d99870-a7bb-11f1-8fc3-b92a07c1508c,86.47525,,,8.34615,,,,,,,dc6500d6-6757-4030-aa61-01ef8f6b2c1a,2026-09-03,17:16:57.25,2026-09-03T13:16:57.2554752-04:00,2026-09-03T17:16:57.2554752Z,,v3,643-145989,643-145989,,"Atchley, Chad",10005022,Right,THO_MOR,cace0fa3-016a-4387-b6cd-4f7e55465b29,54.56451,-128.22495,14.46956,5.80016,-3.36183,-8.69026,-0.99584,3.2111,-2.57649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2026-09-03,13:17:17.54,2,2,"Adkins, Karson",1,Right,THO_MOR,"Thompson, Dylan",10077983,Right,THO_MOR,Undefined,1,Top,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.67605,-0.700296,-2.609748,2337.994817,203.127689,12:45,5.7784,0.98274,6.06103,-18.43135,17.41446,6.883,3.59361,-0.86072,79.82841,-4.238251,-1.372304,0.430914,,,,,,,,,,,,-4.3587,9.54827,-0.78363,50,5.71417,5.56607,-128.52208,-2.08425,-7.18064,30.37936,-16.44398,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260903-ThomasMoreStadium-Private-1,50ddeb80-a7bb-11f1-8fc3-b92a07c1508c,87.47092,,,8.84764,,,,,,,dc6500d6-6757-4030-aa61-01ef8f6b2c1a,2026-09-03,17:17:17.54,2026-09-03T13:17:17.5496704-04:00,2026-09-03T17:17:17.5496704Z,,v3,643-145989,643-145989,,"Atchley, Chad",10005022,Right,THO_MOR,9a061be9-da4f-49fa-97da-41f971e112d4,54.43328,-129.56576,15.18968,5.77607,-1.51932,-8.22199,-0.97909,5.81276,-3.59032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2026-09-03,13:17:37.81,2,3,"Adkins, Karson",1,Right,THO_MOR,"Thompson, Dylan",10077983,Right,THO_MOR,Undefined,1,Top,0,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.46618,-1.560405,-4.026516,2231.71015,248.138549,2:15,5.33031,1.38943,5.83713,-34.31663,8.44713,17.29233,1.01636,-0.91807,74.02384,-7.923483,-0.931037,0.470662,,,,,,,,,,,,-10.04178,5.2504,-1.07089,50,5.18284,7.61945,-117.93132,-4.30331,-13.99621,24.58445,-24.85603,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260903-ThomasMoreStadium-Private-1,5cf35590-a7bb-11f1-8fc3-b92a07c1508c,80.08381,,,7.44235,,,,,,,dc6500d6-6757-4030-aa61-01ef8f6b2c1a,2026-09-03,17:17:37.81,2026-09-03T13:17:37.8174976-04:00,2026-09-03T17:17:37.8174976Z,,v3,643-145989,643-145989,,"Atchley, Chad",10005022,Right,THO_MOR,651ca315-6fb5-462c-b6d2-d93520316fa7,54.65995,-118.89879,12.29222,5.33295,-3.32516,-12.42802,-1.38157,8.17024,-6.99811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2026-09-03,13:17:58.10,2,4,"Adkins, Karson",1,Right,THO_MOR,"Thompson, Dylan",10077983,Right,THO_MOR,Undefined,1,Top,0,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.29186,-1.990858,-2.421704,2318.246448,204.373073,12:45,5.6852,0.8783,5.80293,-15.30938,20.39312,8.64831,2.55547,-0.6546,80.46426,-4.94676,-0.873886,0.430052,,,,,,,,,,,,-5.17197,11.40068,-0.68456,50,5.51266,5.09307,-129.33419,-4.91271,-8.63505,30.57419,-13.13956,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260903-ThomasMoreStadium-Private-1,690e64f0-a7bb-11f1-8fc3-b92a07c1508c,87.64627,,,8.8276,,,,,,,dc6500d6-6757-4030-aa61-01ef8f6b2c1a,2026-09-03,17:17:58.10,2026-09-03T13:17:58.1070336-04:00,2026-09-03T17:17:58.1070336Z,,v3,643-145989,643-145989,,"Atchley, Chad",10005022,Right,THO_MOR,1aa34ffc-8644-4533-8ff3-3ecb4fabbc1b,54.69235,-130.43873,15.28709,5.68157,-4.43802,-6.56978,-0.87419,5.40503,-4.31752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
