PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2026-08-19,15:54:06.59,1,1,"Dickhaut, Kaden",1,Right,THO_MOR,"Atchley, Chad",10005022,Right,THO_MOR,Undefined,1,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.45886,-2.872864,-5.073226,2494.550369,226.154368,1:30,5.88576,1.27561,5.90111,-21.77796,15.44316,14.94883,1.39129,-2.20053,80.00852,-6.929824,-2.403395,0.439103,,,,,,,,,,,,-8.89469,8.95075,-0.87546,50,5.64116,10.51135,-125.15914,-6.97801,-14.29444,22.14991,-17.78954,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260819-ThomasMoreStadium-Private-1,bcd277d0-9c07-11f1-a9be-5f3011f93a37,85.83965,,,6.45034,,,,,,,e16cdd85-bc29-4fb7-a332-80501b24fed4,2026-08-19,19:54:06.59,2026-08-19T15:54:06.5980000-04:00,2026-08-19T19:54:06.5980000Z,,v3,643-145989,643-145989,,"Barth, Drew",1000298109,Right,THO_MOR,dcd72ffd-6fe8-4687-8f8b-b0dc034b9667,54.59876,-125.97037,11.07495,5.88479,-6.32648,-8.89477,-1.27002,11.03488,-7.14722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2026-08-19,15:54:19.31,1,2,"Dickhaut, Kaden",1,Right,THO_MOR,"Atchley, Chad",10005022,Right,THO_MOR,Undefined,1,Top,0,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.24123,-1.224157,-2.577994,2496.583296,230.000933,1:45,5.96275,1.3498,5.76036,-20.2684,14.79603,16.3791,3.13299,0.31359,82.03168,-5.020846,0.352359,0.426191,,,,,,,,,,,,-9.01599,8.18213,-1.14621,50,5.84893,5.1353,-129.59334,-3.4265,-15.43382,25.41009,-18.16765,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260819-ThomasMoreStadium-Private-1,c4682620-9c07-11f1-a9be-5f3011f93a37,88.44016,,,7.20955,,,,,,,e16cdd85-bc29-4fb7-a332-80501b24fed4,2026-08-19,19:54:19.31,2026-08-19T15:54:19.3110000-04:00,2026-08-19T19:54:19.3110000Z,,v3,643-145989,643-145989,,"Barth, Drew",1000298109,Right,THO_MOR,99180ff7-19e9-4358-8738-cca1cc848d84,54.73885,-130.51921,12.70504,5.96172,-2.76453,-9.08383,-1.34357,5.69766,-7.71691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2026-08-19,15:54:32.11,1,3,"Dickhaut, Kaden",1,Right,THO_MOR,"Atchley, Chad",10005022,Right,THO_MOR,Undefined,1,Top,0,1,1,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.98481,-0.577222,-1.834348,2302.802122,252.061812,2:30,5.58099,1.57453,5.97384,-30.22549,6.26709,16.10469,2.52679,1.21549,80.31477,-6.171288,1.062257,0.434784,,,,,,,,,,,,-8.77225,3.68898,-1.43841,50,5.51838,3.40678,-126.48469,-2.28085,-14.32321,23.89242,-26.15071,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260819-ThomasMoreStadium-Private-1,cc2c8590-9c07-11f1-a9be-5f3011f93a37,86.69228,,,6.67005,,,,,,,e16cdd85-bc29-4fb7-a332-80501b24fed4,2026-08-19,19:54:32.11,2026-08-19T15:54:32.1180000-04:00,2026-08-19T19:54:32.1180000Z,,v3,643-145989,643-145989,,"Barth, Drew",1000298109,Right,THO_MOR,98a89b32-df60-41b4-b31f-8398cd6e2676,54.52659,-127.33687,11.94621,5.58309,-1.34812,-13.07535,-1.56903,3.91765,-7.1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2026-08-19,15:54:42.66,1,4,"Dickhaut, Kaden",1,Right,THO_MOR,"Atchley, Chad",10005022,Right,THO_MOR,Undefined,1,Top,0,1,2,ChangeUp,Changeup,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,81.50129,-0.614616,-2.58748,1789.771179,257.100679,2:30,5.58077,1.88963,5.87861,-37.4986,4.2715,13.3519,1.88449,0.59765,75.39715,-7.512497,-0.190778,0.465162,,,,,,,,,,,,-7.55115,2.68839,-1.68849,50,5.5091,4.85155,-118.43647,-2.47395,-10.80742,21.00445,-28.32635,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260819-ThomasMoreStadium-Private-1,d24f6a00-9c07-11f1-a9be-5f3011f93a37,81.03078,,,6.10414,,,,,,,e16cdd85-bc29-4fb7-a332-80501b24fed4,2026-08-19,19:54:42.66,2026-08-19T15:54:42.6640000-04:00,2026-08-19T19:54:42.6640000Z,,v3,643-145989,643-145989,,"Barth, Drew",1000298109,Right,THO_MOR,876f8a59-13c1-4703-b2e4-f0bdc2cc3bd5,54.62216,-119.25338,10.50222,5.5839,-1.37227,-14.16318,-1.88536,5.27187,-5.40371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2026-08-19,15:54:54.24,2,1,"Dickhaut, Kaden",1,Right,THO_MOR,"Barth, Drew",1000298109,,THO_MOR,Undefined,1,Top,1,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.4386,1.415077,-0.835372,2454.958452,67.714486,8:15,5.44679,1.81679,5.56261,-48.28266,-1.59945,-7.06638,2.74564,0.44745,71.80907,-7.38864,-2.096684,0.491758,,,,,,,,,,,,3.37169,-0.76272,-1.73994,50,5.53688,1.90817,-112.57938,1.19281,4.37016,18.53783,-33.16263,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260819-ThomasMoreStadium-Private-1,d93f1450-9c07-11f1-a9be-5f3011f93a37,76.64828,,,5.62953,,,,,,,e16cdd85-bc29-4fb7-a332-80501b24fed4,2026-08-19,19:54:54.24,2026-08-19T15:54:54.2430000-04:00,2026-08-19T19:54:54.2430000Z,,v3,643-145989,643-145989,,"Barth, Drew",1000298109,Right,THO_MOR,a0aabbda-6d86-47f5-89ee-884e07b93b16,54.93806,-113.38959,9.26892,5.45307,2.6422,-16.58132,-1.81916,1.71717,2.18508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2026-08-19,15:55:18.88,2,2,"Dickhaut, Kaden",1,Right,THO_MOR,"Barth, Drew",1000298109,,THO_MOR,Undefined,1,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.99013,-3.484934,-1.051399,2549.616316,216.774649,1:15,5.98766,1.37542,5.78852,-16.52926,17.9658,12.64587,1.36373,1.45104,82.92882,-6.592296,1.214759,0.422717,,,,,,,,,,,,-6.72571,10.39552,-1.29651,50,5.6904,1.85547,-130.57529,-8.45644,-11.69221,25.7115,-14.10208,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260819-ThomasMoreStadium-Private-1,e8098c40-9c07-11f1-a9be-5f3011f93a37,89.16709,,,7.06131,,,,,,,e16cdd85-bc29-4fb7-a332-80501b24fed4,2026-08-19,19:55:18.88,2026-08-19T15:55:18.8880000-04:00,2026-08-19T19:55:18.8880000Z,,v3,643-145989,643-145989,,"Barth, Drew",1000298109,Right,THO_MOR,bc4067d0-7997-4f21-8565-65a3c197edc5,54.71024,-131.49951,12.85575,5.98527,-7.94953,-7.05104,-1.37075,2.27576,-5.84611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2026-08-19,15:55:34.32,2,3,"Dickhaut, Kaden",1,Right,THO_MOR,"Barth, Drew",1000298109,,THO_MOR,Undefined,1,Top,1,1,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.8429,-0.711222,-2.011016,2461.839764,56.408287,8:00,5.44353,1.6152,5.53933,-48.44609,-4.2787,-8.35044,0.74119,-0.96099,74.16846,-9.487458,-3.50217,0.478324,,,,,,,,,,,,3.74225,-1.68902,-1.43494,50,5.34904,4.38981,-116.01707,-3.08074,5.12373,20.78142,-34.48655,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260819-ThomasMoreStadium-Private-1,f11d9d30-9c07-11f1-a9be-5f3011f93a37,78.80104,,,5.67444,,,,,,,e16cdd85-bc29-4fb7-a332-80501b24fed4,2026-08-19,19:55:34.32,2026-08-19T15:55:34.3260000-04:00,2026-08-19T19:55:34.3260000Z,,v3,643-145989,643-145989,,"Barth, Drew",1000298109,Right,THO_MOR,8fd8e6e0-bd45-490f-a916-e7406d66c2b8,54.9626,-116.90261,10.39071,5.449,-1.6112,-17.24327,-1.61735,4.17147,2.56186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2026-08-19,15:56:00.40,2,4,"Dickhaut, Kaden",1,Right,THO_MOR,"Barth, Drew",1000298109,,THO_MOR,Undefined,1,Top,1,2,1,Sweeper,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.48014,4.11812,7.428928,2667.786146,67.547497,8:15,5.50201,1.80774,5.48804,-57.49019,-7.06807,-20.86568,4.60306,7.05805,69.00553,-6.294296,3.76406,0.511072,,,,,,,,,,,,12.18501,-3.90721,-2.4486,50,5.82834,-13.32582,-108.58443,5.94738,14.65466,17.70698,-36.87316,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260819-ThomasMoreStadium-Private-1,00aaeff0-9c08-11f1-a9be-5f3011f93a37,73.75175,,,6.47461,,,,,,,e16cdd85-bc29-4fb7-a332-80501b24fed4,2026-08-19,19:56:00.40,2026-08-19T15:56:00.4090000-04:00,2026-08-19T19:56:00.4090000Z,,v3,643-145989,643-145989,,"Barth, Drew",1000298109,Right,THO_MOR,8b089538-00e4-4db8-a168-d39631067f54,55.01388,-109.39899,8.85349,5.51573,7.64363,-18.43658,-1.82007,-13.99996,7.32733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2026-08-19,15:56:22.49,2,5,"Dickhaut, Kaden",1,Right,THO_MOR,"Barth, Drew",1000298109,,THO_MOR,Undefined,1,Top,1,3,1,Sweeper,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,76.33174,0.352034,-0.845951,2829.295963,78.524851,8:30,5.3039,1.62819,5.64952,-50.714,-2.43839,-19.118,1.40613,-0.75406,70.57024,-8.892601,-4.266294,0.500075,,,,,,,,,,,,9.55922,-0.97244,-1.54377,50,5.3011,2.32991,-110.96032,-0.92782,11.91304,19.92852,-33.38592,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260819-ThomasMoreStadium-Private-1,0dd4d740-9c08-11f1-a9be-5f3011f93a37,75.37356,,,5.7615,,,,,,,e16cdd85-bc29-4fb7-a332-80501b24fed4,2026-08-19,19:56:22.49,2026-08-19T15:56:22.4970000-04:00,2026-08-19T19:56:22.4970000Z,,v3,643-145989,643-145989,,"Barth, Drew",1000298109,Right,THO_MOR,36eee220-502a-49d2-82b8-4e6f1295ba89,54.85249,-111.82843,9.96426,5.30984,0.52651,-16.69296,-1.63396,1.81096,5.95652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2026-08-19,15:56:40.34,3,1,"Dickhaut, Kaden",1,Right,THO_MOR,"Bierbaum, Ian",10268661,Left,THO_MOR,Undefined,1,Top,1,0,0,Sweeper,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.52893,0.424216,0.594638,2700.238986,70.590132,8:15,5.26045,1.86066,5.29553,-53.17495,-5.54331,-20.01328,1.22753,0.7512,71.29475,-9.212146,-2.966936,0.496729,,,,,,,,,,,,10.20166,-2.44477,-1.89963,50,5.26015,-0.37981,-112.5962,-1.00415,13.03611,21.32547,-35.29806,THO_MOR,THO_MOR,ThomasMoreStadium,TeamExclusive,Team,20260819-ThomasMoreStadium-Private-1,18955fb0-9c08-11f1-a9be-5f3011f93a37,75.88134,,,6.23418,,,,,,,e16cdd85-bc29-4fb7-a332-80501b24fed4,2026-08-19,19:56:40.34,2026-08-19T15:56:40.3470000-04:00,2026-08-19T19:56:40.3470000Z,,v3,643-145989,643-145989,,"Barth, Drew",1000298109,Right,THO_MOR,71251c72-3a92-4358-b8fa-b45b2ece1eeb,55.20583,-113.5779,10.66273,5.26897,0.62075,-17.64903,-1.86834,-0.97991,6.51805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
